Univ,College,Major,Continent,Country,Foreign Univ,Semester,Url
KHU,외국어대학,스페인어학과,Southern America,콜롬비아,EAFIT,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6639&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2763&perpage=15
KHU,경영대학,경영학부,Europe,핀란드,University of Vaasa,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6638&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2762&perpage=15
KHU,정경대학,언론정보학과,Europe,네덜란드,University of Groningen,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6637&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2761&perpage=15
KHU,정경대학,언론정보학과,Asia,일본,메지로대학,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6636&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2760&perpage=15
KHU,정경대학,언론정보학과,Europe,네덜란드,University of Groningen,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6635&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2759&perpage=15
KHU,문과대학,사학과,Asia,대만,국립정치대학교,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6634&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2758&perpage=15
KHU,외국어대학,스페인어학과,Southern America,콜롬비아,Universidad EAFIT,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6633&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2757&perpage=15
KHU,경영대학,경영학부,Europe,핀란드,Oulu University Applied Sc..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6632&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2756&perpage=15
KHU,정경대학,언론정보학과,Europe,핀란드,Arcada  University of Appl..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6631&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2755&perpage=15
KHU,호텔관광대학,Hospitality경영학부,etc,(프랑스)UPE,(프랑스)UPEC,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6630&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2754&perpage=15
KHU,국제대학,국제학과,Europe,체코,Anglo American University,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6629&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2753&perpage=15
KHU,정경대학,경제학과,Southern America,콜롬비아,EAFIT,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6628&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2752&perpage=15
KHU,경영대학,경영학과,Europe,프랑스,UPEC,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6627&b_code=12&page=21&s1=&s2=&b_ex1=&idx_no=2751&perpage=15
KHU,전자정보대학,전자공학과,Asia,싱가포르,Nanyang Technological Un..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6625&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2750&perpage=15
KHU,외국어대학,스페인어학과,Southern America,멕시코,TEC de Monterrey,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6624&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2749&perpage=15
KHU,정경대학,무역학과,Asia,일본,관서학원대학,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6623&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2748&perpage=15
KHU,정경대학,언론정보학과,Asia,싱가포르,Nanyang Technological Un..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6622&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2747&perpage=15
KHU,예술·디자인대학,시각디자인학과,Asia,싱가포르,Nanyang Technological Un..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6621&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2746&perpage=15
KHU,경영대학,경영학부,Asia,싱가포르,Nanyang Technological Un..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6619&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2745&perpage=15
KHU,외국어대학,중국어학과,Asia,중국,상해이공대학교,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6618&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2744&perpage=15
KHU,공과대학,건축공학과,Europe,핀란드,Oulu University of Applied..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6617&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2743&perpage=15
KHU,경영대학,경영학과,Europe,덴마크,Aarhus university,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6616&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2742&perpage=15
KHU,외국어대학,글로벌커뮤니케이션학부,etc,카자흐스탄 Ablai khan Unviersit,카자흐스탄 Ablai khan Unviersity,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6613&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2741&perpage=15
KHU,외국어대학,중국어학과,Asia,중국,중산대학교,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6612&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2740&perpage=15
KHU,정경대학,무역학과,Europe,프랑스,IDRAC Business School,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6611&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2739&perpage=15
KHU,국제대학,국제학과,Northern America,미국,CUNY Queens College,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6610&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2738&perpage=15
KHU,외국어대학,러시아어학과,etc,모스크바 국립 언어 대학,모스크바 국립 언어 대학교,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6609&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2737&perpage=15
KHU,외국어대학,중국어학과,Asia,중국,상해이공대학교,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6608&b_code=12&page=22&s1=&s2=&b_ex1=&idx_no=2736&perpage=15
KHU,외국어대학,스페인어학과,Southern America,멕시코,몬테레이 공과대학교,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6607&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2735&perpage=15
KHU,호텔관광대학,관광학부,Europe,프랑스,UPEC,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6606&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2734&perpage=15
KHU,외국어대학,중국어학과,Asia,중국,상해사범대학교,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6605&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2733&perpage=15
KHU,생활과학대학,의상학과,Asia,홍콩,Hong Kong PolyTechnic Univer..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6604&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2732&perpage=15
KHU,문과대학,영어학부,Europe,스웨덴,Kristianstad university,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6603&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2731&perpage=15
KHU,생활과학대학,의상학과,Europe,프랑스,IDRAC business school Pari..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6602&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2730&perpage=15
KHU,정경대학,언론정보학과,Europe,노르웨이,University of Oslo,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6601&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2729&perpage=15
KHU,예술·디자인대학,의류디자인학과,Europe,영국,University of Central Lancas..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6599&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2728&perpage=15
KHU,외국어대학,중국어학과,Asia,중국,동북대학교,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6598&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2727&perpage=15
KHU,공과대학,사회기반시스템공학과,Europe,핀란드,Oulu University of Applied..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6597&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2726&perpage=15
KHU,경영대학,경영학과,Europe,프랑스,IDRAC Business School,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6596&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2725&perpage=15
KHU,경영대학,경영학과,Europe,오스트리아,FH Vorarlberg,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6595&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2724&perpage=15
KHU,체육대학,체육학과,Southern America,멕시코,Universidad Internacional,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6594&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2723&perpage=15
KHU,정경대학,행정학과,Asia,홍콩,City University of Hong Kong,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6593&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2722&perpage=15
KHU,경영대학,경영학과,Europe,덴마크,Aarhus University,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6592&b_code=12&page=23&s1=&s2=&b_ex1=&idx_no=2721&perpage=15
KHU,외국어대학,러시아어학과,Europe,러시아,모스크바 국립 외국어 대학..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6591&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2720&perpage=15
KHU,생활과학대학,식품영양학과,Europe,핀란드,Abo Akademi University,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6590&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2719&perpage=15
KHU,외국어대학,중국어학과,Asia,홍콩,City University of Hong Kong,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6589&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2718&perpage=15
KHU,경영대학,경영학과,Asia,중국,동화대학교,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6588&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2717&perpage=15
KHU,문과대학,영어학부,Southern America,멕시코,Universidad International,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6587&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2716&perpage=15
KHU,외국어대학,러시아어학과,Europe,러시아,Moscow State Linguistic Un..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6586&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2715&perpage=15
KHU,예술·디자인대학,디지털콘텐츠학과,etc,인도,Chitkara University,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6585&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2714&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Southern America,멕시코,Universidad Internacional,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6584&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2713&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Europe,핀란드,Åbo Akademi (Vaasa campus..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6583&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2712&perpage=15
KHU,외국어대학,스페인어학과,Southern America,콜롬비아,Universidad EAFIT,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6577&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2711&perpage=15
KHU,미술대학,미술학부,Northern America,캐나다,Lakehead University,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6576&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2710&perpage=15
KHU,정경대학,언론정보학과,Northern America,미국,Fairleigh Dickinson Universi..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6575&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2709&perpage=15
KHU,경영대학,경영학부,Northern America,미국,Saginaw Valley State Univers..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6574&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2708&perpage=15
KHU,경영대학,경영학과,etc,싱가폴,Nanyang Technological Univ..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6572&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2707&perpage=15
KHU,외국어대학,스페인어학과,Southern America,멕시코,Universidad de Guadalajara,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6571&b_code=12&page=24&s1=&s2=&b_ex1=&idx_no=2706&perpage=15
KHU,외국어대학,스페인어학과,Southern America,멕시코,Universidad Autónoma de B..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6570&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2705&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Europe,독일,ISM Frankfurt,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6569&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2704&perpage=15
KHU,외국어대학,중국어학과,Asia,중국,동제대학교,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6568&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2703&perpage=15
KHU,생활과학대학,식품영양학과,Europe,핀란드,Oulu University of Applied..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6567&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2702&perpage=15
KHU,국제대학,국제학과,Southern America,칠레,Universidad Adolfo Ibañez,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6565&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2701&perpage=15
KHU,공과대학,환경학및환경공학과,Northern America,미국,James madison university,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6564&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2700&perpage=15
KHU,국제대학,국제학과,etc,Norway,University of Oslo,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6562&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2699&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Europe,스웨덴,Kristianstad university (H..,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6561&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2698&perpage=15
KHU,생명과학대학,유전공학과,Asia,홍콩,Hong Kong Baptist University,2018-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6560&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2697&perpage=15
KHU,문과대학,영어학부,Northern America,캐나다,Memorial University,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6559&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2696&perpage=15
KHU,외국어대학,스페인어학과,Southern America,멕시코,universidad autónoma de g..,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6558&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2695&perpage=15
KHU,문과대학,영어학부,Asia,홍콩,City University of Hong Kong,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6557&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2694&perpage=15
KHU,정경대학,행정학과,Southern America,콜롬비아,Universidad EAFIT,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6556&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2693&perpage=15
KHU,외국어대학,스페인어학과,Southern America,멕시코,Universidad Autonoma de Ba..,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6555&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2692&perpage=15
KHU,예술·디자인대학,연극영화학과,Asia,싱가포르,Nanyang Technological Uni..,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6553&b_code=12&page=25&s1=&s2=&b_ex1=&idx_no=2691&perpage=15
KHU,공과대학,건축공학과,etc,Tec de Monterre,Tec de Monterrey,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6551&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2690&perpage=15
KHU,정경대학,언론정보학과,Europe,스웨덴,Linköping University,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6547&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2689&perpage=15
KHU,문과대학,영어학부,Asia,싱가포르,Nanyang Technological Un..,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6546&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2688&perpage=15
KHU,경영대학,경영학과,Asia,싱가포르,Nanyang Technological Uni..,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6544&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2687&perpage=15
KHU,외국어대학,중국어학과,Asia,싱가포르,난양공대,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6543&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2686&perpage=15
KHU,체육대학,체육학과,Southern America,멕시코,Tec de Monterrey,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6542&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2685&perpage=15
KHU,외국어대학,스페인어학과,etc,Universidad de Santiago de Compostel.,Universidad de Santiago de Compostel..,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6533&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2684&perpage=15
KHU,외국어대학,프랑스어학과,Europe,프랑스,Luniversité de La Rochell..,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6532&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2683&perpage=15
KHU,외국어대학,스페인어학과,Europe,스페인,Universidad de Castilla La..,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6528&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2682&perpage=15
KHU,정경대학,언론정보학과,Southern America,멕시코,Tecnologico de Monterrey,2017-2,http://oiak.khu.ac.kr/program/notice_view.php?idx=6527&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2681&perpage=15
KHU,외국어대학,스페인어학과,Europe,스페인,Santiago de Compostela,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6523&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2680&perpage=15
KHU,정경대학,무역학과,Asia,일본,Meiji University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6516&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2679&perpage=15
KHU,정경대학,경제학과,Northern America,미국,Virginia Commonwealth Univer..,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6504&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2678&perpage=15
KHU,외국어대학,일본어학과,Asia,일본,큐슈대학교,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6502&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2677&perpage=15
KHU,문과대학,영어학부,Asia,싱가포르,Nanyang Technological Un..,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6499&b_code=12&page=26&s1=&s2=&b_ex1=&idx_no=2676&perpage=15
KHU,외국어대학,프랑스어학과,Europe,프랑스,Universite de La Rochelle,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6498&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2675&perpage=15
KHU,외국어대학,스페인어학과,Europe,스페인,Santiago de Compostela,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6497&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2674&perpage=15
KHU,생활과학대학,주거환경학과,Europe,핀란드,Åbo Akademi,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6496&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2673&perpage=15
KHU,외국어대학,스페인어학과,Europe,스페인,Universidad de Las Palmas ..,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6485&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2672&perpage=15
KHU,정경대학,행정학과,Europe,스웨덴,Malmo University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6482&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2671&perpage=15
KHU,생명과학대학,유전공학과,Asia,일본,치바대학,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6480&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2670&perpage=15
KHU,정경대학,언론정보학과,Northern America,미국,UC Davis,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6479&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2669&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6477&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2668&perpage=15
KHU,생활과학대학,아동가족학과,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6476&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2667&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6475&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2666&perpage=15
KHU,정경대학,사회학과,Asia,대만,국립대만대학교,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6474&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2665&perpage=15
KHU,경영대학,경영학부,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6473&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2664&perpage=15
KHU,이과대학,지리학과,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6471&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2663&perpage=15
KHU,이과대학,지리학과,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6470&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2662&perpage=15
KHU,정경대학,정치외교학과,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6469&b_code=12&page=27&s1=&s2=&b_ex1=&idx_no=2661&perpage=15
KHU,이과대학,지리학과,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6468&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2660&perpage=15
KHU,경영대학,경영학부,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6467&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2659&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6464&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2658&perpage=15
KHU,정경대학,정치외교학과,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6463&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2657&perpage=15
KHU,간호과학대학,간호학과,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6462&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2656&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6461&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2655&perpage=15
KHU,정경대학,사회학과,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6460&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2654&perpage=15
KHU,국제대학,국제학과,Asia,일본,Ritsumeikan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6459&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2653&perpage=15
KHU,호텔관광대학,관광학부,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6458&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2652&perpage=15
KHU,자율전공학과,자율전공학과,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6457&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2651&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6456&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2650&perpage=15
KHU,생활과학대학,아동가족학과,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6455&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2649&perpage=15
KHU,문과대학,영어학부,Asia,대만,NTU,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6454&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2648&perpage=15
KHU,정경대학,경제학과,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6453&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2647&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6452&b_code=12&page=28&s1=&s2=&b_ex1=&idx_no=2646&perpage=15
KHU,정경대학,무역학과,Asia,대만,National Taiwan University,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6451&b_code=12&page=29&s1=&s2=&b_ex1=&idx_no=2645&perpage=15
KHU,호텔관광대학,관광학부,Asia,중국,화남이공대학교,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6450&b_code=12&page=29&s1=&s2=&b_ex1=&idx_no=2644&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Asia,말레이시아,The National Universit..,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6448&b_code=12&page=29&s1=&s2=&b_ex1=&idx_no=2643&perpage=15
KHU,경영대학,경영학과,Asia,말레이시아,The National Universit..,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6447&b_code=12&page=29&s1=&s2=&b_ex1=&idx_no=2642&perpage=15
KHU,정경대학,경제학과,Asia,말레이시아,The National Universit..,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6443&b_code=12&page=29&s1=&s2=&b_ex1=&idx_no=2641&perpage=15
KHU,정경대학,행정학과,Asia,말레이시아,The National Universit..,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6442&b_code=12&page=29&s1=&s2=&b_ex1=&idx_no=2640&perpage=15
KHU,호텔관광대학,Hospitality경영학부,Asia,말레이시아,The National Universit..,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6441&b_code=12&page=29&s1=&s2=&b_ex1=&idx_no=2639&perpage=15
KHU,정경대학,국제통상·금융투자학과,Asia,말레이시아,The National Universit..,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6440&b_code=12&page=29&s1=&s2=&b_ex1=&idx_no=2638&perpage=15
KHU,호텔관광대학,관광학부,Asia,말레이시아,University Kebangsaan ..,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6438&b_code=12&page=29&s1=&s2=&b_ex1=&idx_no=2637&perpage=15
KHU,경영대학,경영학과,Asia,말레이시아,The National Universit..,2018-1,http://oiak.khu.ac.kr/program/notice_view.php?idx=6437&b_code=12&page=29&s1=&s2=&b_ex1=&idx_no=2636&perpage=15
